codigo_centro,nombre_centro,direccion,cod_estado,estado,cod_municipio,municipio,cod_parroquia,parroquia,numero_mesa,electores,circuito_an,lat,lon,riesgo,origen_mesas
140706063,CENTRO DE VOTACIÓN ALI PRIMERA II,,14,EDO. MONAGAS,07,MP. MATURIN,06,PQ. ALTO DE LOS GODOS,2,502,,,,1,derivado
140706064,CENTRO DE VOTACION SAN RAFAEL,,14,EDO. MONAGAS,07,MP. MATURIN,06,PQ. ALTO DE LOS GODOS,1,633,,,,1,acta
140706064,CENTRO DE VOTACION SAN RAFAEL,,14,EDO. MONAGAS,07,MP. MATURIN,06,PQ. ALTO DE LOS GODOS,2,633,,,,1,acta
140707001,ESCUELA BÁSICA ELSA BIONDI DE RIVERO,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,1,930,,,,1,derivado
140707001,ESCUELA BÁSICA ELSA BIONDI DE RIVERO,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,2,929,,,,1,derivado
140707002,ESCUELA BÁSICA BOLIVARIANA GUAYABAL,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,1,630,,,,1,derivado
140707002,ESCUELA BÁSICA BOLIVARIANA GUAYABAL,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,2,629,,,,1,derivado
140707003,ESCUELA BASICA ANDRES BELLO,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,1,806,,,,1,acta
140707003,ESCUELA BASICA ANDRES BELLO,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,2,805,,,,1,acta
140707003,ESCUELA BASICA ANDRES BELLO,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,3,805,,,,1,acta
140707004,ESCUELA BASICA BOLIVARIANA DEL ZAMURO,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,1,749,,,,1,acta
140707005,ESCUELA BASICA CARMEN HERNANDEZ DE MILANO,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,1,535,,,,1,acta
140707005,ESCUELA BASICA CARMEN HERNANDEZ DE MILANO,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,2,535,,,,1,acta
140707006,ESCUELA BASICA FELIX ARMANDO NUÑEZ BEAPERTHUY,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,1,803,,,,1,derivado
140707006,ESCUELA BASICA FELIX ARMANDO NUÑEZ BEAPERTHUY,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,2,802,,,,1,derivado
140707006,ESCUELA BASICA FELIX ARMANDO NUÑEZ BEAPERTHUY,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,3,802,,,,1,derivado
140707007,ESCUELA BÁSICA LUISA TERESA SOSA,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,1,914,,,,1,acta
140707007,ESCUELA BÁSICA LUISA TERESA SOSA,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,2,914,,,,1,acta
140707007,ESCUELA BÁSICA LUISA TERESA SOSA,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,3,913,,,,1,acta
140707007,ESCUELA BÁSICA LUISA TERESA SOSA,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,4,913,,,,1,acta
140707007,ESCUELA BÁSICA LUISA TERESA SOSA,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,5,913,,,,1,acta
140707008,LICEO SIMÓN BOLÍVAR,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,1,865,,,,1,acta
140707008,LICEO SIMÓN BOLÍVAR,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,2,865,,,,1,acta
140707008,LICEO SIMÓN BOLÍVAR,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,3,864,,,,1,acta
140707008,LICEO SIMÓN BOLÍVAR,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,4,864,,,,1,acta
140707008,LICEO SIMÓN BOLÍVAR,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,5,864,,,,1,acta
140707008,LICEO SIMÓN BOLÍVAR,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,6,864,,,,1,acta
140707009,ESCUELA BÁSICA LUISA BELTRANA DE FIGUEROA,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,1,832,,,,1,derivado
140707009,ESCUELA BÁSICA LUISA BELTRANA DE FIGUEROA,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,2,832,,,,1,derivado
140707009,ESCUELA BÁSICA LUISA BELTRANA DE FIGUEROA,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,3,832,,,,1,derivado
140707009,ESCUELA BÁSICA LUISA BELTRANA DE FIGUEROA,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,4,832,,,,1,derivado
140707010,ESCUELA BASICA MENCA DE LEONI,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,1,976,,,,1,acta
140707010,ESCUELA BASICA MENCA DE LEONI,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,2,976,,,,1,acta
140707010,ESCUELA BASICA MENCA DE LEONI,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,3,976,,,,1,acta
140707011,UNIDAD EDUCATIVA LUISA JIMENEZ DE CANELON,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,1,733,,,,1,acta
140707011,UNIDAD EDUCATIVA LUISA JIMENEZ DE CANELON,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,2,733,,,,1,acta
140707011,UNIDAD EDUCATIVA LUISA JIMENEZ DE CANELON,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,3,733,,,,1,acta
140707012,ESCUELA RURAL BOLIVARIANA SAN LUIS,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,1,683,,,,1,derivado
140707013,UNIDAD EDUCATIVA BOLIVARIANA TIPURO 2,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,1,772,,,,1,derivado
140707014,ESCUELA BASICA BOLIVARIANA LA SARRAPIA,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,1,515,,,,1,derivado
140707014,ESCUELA BASICA BOLIVARIANA LA SARRAPIA,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,2,515,,,,1,derivado
140707015,ESCUELA BÁSICA RURAL SANTA ELENA DE VIBORAL,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,1,918,,,,1,acta
140707015,ESCUELA BÁSICA RURAL SANTA ELENA DE VIBORAL,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,2,918,,,,1,acta
140707015,ESCUELA BÁSICA RURAL SANTA ELENA DE VIBORAL,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,3,918,,,,1,acta
140707015,ESCUELA BÁSICA RURAL SANTA ELENA DE VIBORAL,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,4,918,,,,1,acta
140707016,LICEO NACIONAL SALVADOR ALLENDE,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,1,984,,,,1,acta
140707016,LICEO NACIONAL SALVADOR ALLENDE,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,2,983,,,,1,acta
140707017,ESCUELA BÁSICA DOCTOR. LUIS BELTRAN PRIETO FIGUEROA,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,1,552,,,,1,acta
140707017,ESCUELA BÁSICA DOCTOR. LUIS BELTRAN PRIETO FIGUEROA,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,2,551,,,,1,acta
140707018,ESCUELA PRIMARIA NACIONAL EL AMBIENTE,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,1,869,,,,1,derivado
140707020,ESCUELA PUBLICA NACIONAL GABRIELA MISTRAL,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,1,979,,,,1,derivado
140707021,ESCUELA PRIMARIA NACIONAL BOLIVARIANA LA SABANA DEL ZORRO,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,1,535,,,,1,acta
140707021,ESCUELA PRIMARIA NACIONAL BOLIVARIANA LA SABANA DEL ZORRO,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,2,534,,,,1,acta
140707022,ESCUELA BASICA AGUA CLARA,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,1,515,,,,1,derivado
140707023,ESCUELA BÁSICA EL RINCÓN DEL COSTO,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,1,764,,,,1,acta
140707024,CENTRO DE EDUCACION INICIAL BOLIVARIANO SIMON BOLIVAR,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,1,405,,,,1,acta
140707025,ESCUELA PRIMARIA PARADERO,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,1,466,,,,1,derivado
140707026,CENTRO DE VOTACIÓN BRISAS DE SARRAPIAL RENACER 2,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,1,767,,,,1,acta
140707026,CENTRO DE VOTACIÓN BRISAS DE SARRAPIAL RENACER 2,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,2,767,,,,1,acta
140707027,CENTRO DE VOTACION BRISAS DE ORIENTE,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,1,831,,,,1,acta
140707028,CENTRO DE VOTACION MONTE CRISTO,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,1,426,,,,1,derivado
140707029,ANEXO UNIDAD EDUCATIVA PUEBLO NUEVO DE OROCUAL,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,1,342,,,,1,derivado
140707030,CENTRO EDUCATIVO INICIAL SIMONCITO AQUILES NAZOA,,14,EDO. MONAGAS,07,MP. MATURIN,07,PQ. BOQUERON,1,446,,,,1,acta
140708001,ESCUELA BASICA FEDERICO HANDS,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,860,,,,1,acta
140708001,ESCUELA BASICA FEDERICO HANDS,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,2,860,,,,1,acta
140708001,ESCUELA BASICA FEDERICO HANDS,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,3,860,,,,1,acta
140708002,ESCUELA BÁSICA GREGORIO RONDÓN,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,779,,,,1,acta
140708002,ESCUELA BÁSICA GREGORIO RONDÓN,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,2,779,,,,1,acta
140708002,ESCUELA BÁSICA GREGORIO RONDÓN,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,3,778,,,,1,acta
140708002,ESCUELA BÁSICA GREGORIO RONDÓN,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,4,778,,,,1,acta
140708003,ESCUELA TECNICA INDUSTRIAL MATURIN (ETI),,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,790,,,,1,acta
140708003,ESCUELA TECNICA INDUSTRIAL MATURIN (ETI),,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,2,790,,,,1,acta
140708003,ESCUELA TECNICA INDUSTRIAL MATURIN (ETI),,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,3,789,,,,1,acta
140708004,JARDIN DE INFANCIA SOLEDAD CLAVIER,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,681,,,,1,acta
140708004,JARDIN DE INFANCIA SOLEDAD CLAVIER,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,2,681,,,,1,acta
140708004,JARDIN DE INFANCIA SOLEDAD CLAVIER,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,3,681,,,,1,acta
140708005,ESCUELA BASICA SIMON RODRIGUEZ,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,908,,,,1,acta
140708005,ESCUELA BASICA SIMON RODRIGUEZ,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,2,908,,,,1,acta
140708006,ESCUELA BASICA FRANCISCO DE MIRANDA,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,930,,,,1,acta
140708006,ESCUELA BASICA FRANCISCO DE MIRANDA,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,2,930,,,,1,acta
140708007,LICEO RAFAEL MARIA PEÑA SAAVEDRA,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,810,,,,1,acta
140708007,LICEO RAFAEL MARIA PEÑA SAAVEDRA,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,2,809,,,,1,acta
140708008,COMPLEJO EDUCATIVO NACIONAL LEONARDO INFANTE,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,921,,,,1,acta
140708008,COMPLEJO EDUCATIVO NACIONAL LEONARDO INFANTE,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,2,921,,,,1,acta
140708008,COMPLEJO EDUCATIVO NACIONAL LEONARDO INFANTE,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,3,921,,,,1,acta
140708008,COMPLEJO EDUCATIVO NACIONAL LEONARDO INFANTE,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,4,921,,,,1,acta
140708008,COMPLEJO EDUCATIVO NACIONAL LEONARDO INFANTE,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,5,921,,,,1,acta
140708008,COMPLEJO EDUCATIVO NACIONAL LEONARDO INFANTE,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,6,921,,,,1,acta
140708009,CENTRO DE EDUCACIÓN INICIAL BOLIVARIANO CECILIA NÚÑEZ SUCRE,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,972,,,,1,derivado
140708010,ESCUELA BASICA BOLIVARIANA PEDRO MAXIMO CAMPOS,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,753,,,,1,acta
140708010,ESCUELA BASICA BOLIVARIANA PEDRO MAXIMO CAMPOS,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,2,753,,,,1,acta
140708011,INSTITUTO NACIONAL DE COOPERACIÓN EDUCATIVA (INCES),,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,724,,,,1,acta
140708011,INSTITUTO NACIONAL DE COOPERACIÓN EDUCATIVA (INCES),,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,2,724,,,,1,acta
140708011,INSTITUTO NACIONAL DE COOPERACIÓN EDUCATIVA (INCES),,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,3,724,,,,1,acta
140708014,ESCUELA BASICA PABLO EMILIO CASTILLO,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,785,,,,1,acta
140708014,ESCUELA BASICA PABLO EMILIO CASTILLO,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,2,784,,,,1,acta
140708014,ESCUELA BASICA PABLO EMILIO CASTILLO,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,3,784,,,,1,acta
140708014,ESCUELA BASICA PABLO EMILIO CASTILLO,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,4,784,,,,1,acta
140708015,CENTRO DE EDUCACIÓN INICIAL DOÑA FAUSTINA SAEZ DE ALFARO,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,726,,,,1,acta
140708015,CENTRO DE EDUCACIÓN INICIAL DOÑA FAUSTINA SAEZ DE ALFARO,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,2,726,,,,1,acta
140708016,ESCUELA BASICA CECILIO ACOSTA,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,797,,,,1,derivado
140708016,ESCUELA BASICA CECILIO ACOSTA,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,2,797,,,,1,derivado
140708016,ESCUELA BASICA CECILIO ACOSTA,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,3,797,,,,1,derivado
140708016,ESCUELA BASICA CECILIO ACOSTA,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,4,797,,,,1,derivado
140708017,COMPLEJO EDUCATIVO NACIONAL ANDRES BELLO,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,899,,,,1,acta
140708017,COMPLEJO EDUCATIVO NACIONAL ANDRES BELLO,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,2,898,,,,1,acta
140708017,COMPLEJO EDUCATIVO NACIONAL ANDRES BELLO,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,3,898,,,,1,acta
140708017,COMPLEJO EDUCATIVO NACIONAL ANDRES BELLO,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,4,898,,,,1,acta
140708018,COMPLEJO EDUCATIVO  ANGEL DE LA GUARDA FE Y ALEGRÍA,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,843,,,,1,derivado
140708018,COMPLEJO EDUCATIVO  ANGEL DE LA GUARDA FE Y ALEGRÍA,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,2,843,,,,1,derivado
140708018,COMPLEJO EDUCATIVO  ANGEL DE LA GUARDA FE Y ALEGRÍA,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,3,842,,,,1,derivado
140708018,COMPLEJO EDUCATIVO  ANGEL DE LA GUARDA FE Y ALEGRÍA,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,4,842,,,,1,derivado
140708018,COMPLEJO EDUCATIVO  ANGEL DE LA GUARDA FE Y ALEGRÍA,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,5,842,,,,1,derivado
140708019,ESCUELA BASICA PRIMERO DE MAYO,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,817,,,,1,acta
140708019,ESCUELA BASICA PRIMERO DE MAYO,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,2,817,,,,1,acta
140708019,ESCUELA BASICA PRIMERO DE MAYO,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,3,816,,,,1,acta
140708019,ESCUELA BASICA PRIMERO DE MAYO,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,4,816,,,,1,acta
140708019,ESCUELA BASICA PRIMERO DE MAYO,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,5,816,,,,1,acta
140708020,ESCUELA BASICA NACIONAL MEREYAL,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,768,,,,1,acta
140708020,ESCUELA BASICA NACIONAL MEREYAL,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,2,768,,,,1,acta
140708021,UNIDAD EDUCATIVA JESUS DE NAZARETH,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,964,,,,1,acta
140708021,UNIDAD EDUCATIVA JESUS DE NAZARETH,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,2,964,,,,1,acta
140708021,UNIDAD EDUCATIVA JESUS DE NAZARETH,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,3,963,,,,1,acta
140708022,BASE DE MISION SOCIALES LA CONSTITUYENTE,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,877,,,,1,derivado
140708023,LICEO NACIONAL PABLO NERUDA,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,830,,,,1,acta
140708023,LICEO NACIONAL PABLO NERUDA,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,2,830,,,,1,acta
140708025,COMPLEJO EDUCATIVO CREACION EL PARQUECITO,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,870,,,,1,derivado
140708025,COMPLEJO EDUCATIVO CREACION EL PARQUECITO,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,2,869,,,,1,derivado
140708026,ESCUELA BASICA 4 DE FEBRERO,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,598,,,,1,derivado
140708027,ESCUELA BASICA DOCTOR ERNESTO CHE GUEVARA,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,814,,,,1,acta
140708028,ESCUELA BASICA DANILO ANDERSON,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,576,,,,1,derivado
140708029,ESCUELA NACIONAL INICIAL SIMONCITO LA FLORECITA,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,745,,,,1,acta
140708030,CENTRO DE NIÑO Y FAMILIA AGUSTIN SALAZAR,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,664,,,,1,acta
140708030,CENTRO DE NIÑO Y FAMILIA AGUSTIN SALAZAR,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,2,663,,,,1,acta
140708031,ESCUELA TECNICA AGROPECUARIA ROBINSONIANA LIBERTADOR SIMON BOLIVAR,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,581,,,,1,derivado
140708032,CENTRO DE SERVICIO SOCIAL RESIDENCIAL Y AMBULATORIO DOCTOR MARCOS SERRES PADILLA,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,364,,,,1,acta
140708034,TALLER DE EDUCACION LABORAL BOLIVARIANO AYACUCHO,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,310,,,,1,acta
140708035,CASA DE ABRIGO JOSE MERCEDES SANTELIZ,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,797,,,,1,acta
140708037,COMPLEJO EDUCATIVO GENERAL EZEQUIEL ZAMORA,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,704,,,,1,acta
140708037,COMPLEJO EDUCATIVO GENERAL EZEQUIEL ZAMORA,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,2,703,,,,1,acta
140708038,INSTITUTO NACIONAL DE COOPERACIÓN EDUCATIVA SOCIALISTA MILITAR,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,291,,,,1,acta
140708039,CENTRO DE VOTACION VISTA MORICHAL,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,192,,,,1,derivado
140708040,CENTRO DE VOTACION ALI PRIMERA,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,513,,,,1,derivado
140708041,CENTRO DE VOTACION LOS CAPACHOS,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,330,,,,1,acta
140708043,CENTRO DE VOTACION VILLA LA FLORESTA,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,308,,,,1,derivado
140708044,CENTRO DE VOTACION JUVENTUD,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,365,,,,1,acta
140708045,CENTRO DE VOTACION VIRGEN DEL CARMEN,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,674,,,,1,acta
140708046,CENTRO DE VOTACION SOCIALISTA TERRAZAS DE CAMPO ALEGRE,,14,EDO. MONAGAS,07,MP. MATURIN,08,PQ. LAS COCUIZAS,1,227,,,,1,acta
140709001,ESCUELA BÁSICA CARIPE,,14,EDO. MONAGAS,07,MP. MATURIN,09,PQ. SANTA CRUZ,1,889,,,,1,derivado
140709001,ESCUELA BÁSICA CARIPE,,14,EDO. MONAGAS,07,MP. MATURIN,09,PQ. SANTA CRUZ,2,888,,,,1,derivado
140709001,ESCUELA BÁSICA CARIPE,,14,EDO. MONAGAS,07,MP. MATURIN,09,PQ. SANTA CRUZ,3,888,,,,1,derivado
140709001,ESCUELA BÁSICA CARIPE,,14,EDO. MONAGAS,07,MP. MATURIN,09,PQ. SANTA CRUZ,4,888,,,,1,derivado
140709002,ESCUELA BASICA CASTOR GUEVARA,,14,EDO. MONAGAS,07,MP. MATURIN,09,PQ. SANTA CRUZ,1,804,,,,1,acta
140709002,ESCUELA BASICA CASTOR GUEVARA,,14,EDO. MONAGAS,07,MP. MATURIN,09,PQ. SANTA CRUZ,2,804,,,,1,acta
140709002,ESCUELA BASICA CASTOR GUEVARA,,14,EDO. MONAGAS,07,MP. MATURIN,09,PQ. SANTA CRUZ,3,803,,,,1,acta
140709002,ESCUELA BASICA CASTOR GUEVARA,,14,EDO. MONAGAS,07,MP. MATURIN,09,PQ. SANTA CRUZ,4,803,,,,1,acta
140709004,UNIDAD EDUCATIVA  DIEGO SIFONTE SOSA,,14,EDO. MONAGAS,07,MP. MATURIN,09,PQ. SANTA CRUZ,1,925,,,,1,acta
140709004,UNIDAD EDUCATIVA  DIEGO SIFONTE SOSA,,14,EDO. MONAGAS,07,MP. MATURIN,09,PQ. SANTA CRUZ,2,925,,,,1,acta
140709004,UNIDAD EDUCATIVA  DIEGO SIFONTE SOSA,,14,EDO. MONAGAS,07,MP. MATURIN,09,PQ. SANTA CRUZ,3,924,,,,1,acta
140709005,ESCUELA BASICA SAN JAIME,,14,EDO. MONAGAS,07,MP. MATURIN,09,PQ. SANTA CRUZ,1,894,,,,1,acta
140709005,ESCUELA BASICA SAN JAIME,,14,EDO. MONAGAS,07,MP. MATURIN,09,PQ. SANTA CRUZ,2,894,,,,1,acta
140709006,CENTRO DE EDUCACION INICIAL MARTHA LAMAS DE RENGEL,,14,EDO. MONAGAS,07,MP. MATURIN,09,PQ. SANTA CRUZ,1,580,,,,1,acta
