centro_cne_id,codigo_centro,cod_estado,cod_municipio,cod_parroquia,estado,municipio,parroquia,nombre_centro,direccion,mesas,electores
060305022,60305022,6,3,5,EDO. BOLIVAR,MP. HERES,PQ. MARHUANTA,UNIDAD EDUCATIVA BOLIVARIANA JOSE GIL FORTOUL NUCLEO ESCOLAR RURAL -308,BARRIO NUEVO HORIZONTE DERECHA CALLE ANGOSTURA. IZQUIERDA CALLE SAN MIGUEL. FRENTE CALLE CAYAURIMA ANTES DE MAKRO CASA,1,328
060305023,60305023,6,3,5,EDO. BOLIVAR,MP. HERES,PQ. MARHUANTA,UNIDAD EDUCATIVA NACIONAL LAS GARZAS NUCLEO ESCOLAR RURAL 308,BARRIO LAS GARZAS DERECHA CALLE LAS GOLONDRINAS. IZQUIERDA CALLE LAS GARZITAS. FRENTE CALLE PRINCIPAL AL FINAL DE LOS SILOS CASA,1,318
060305024,60305024,6,3,5,EDO. BOLIVAR,MP. HERES,PQ. MARHUANTA,24 DE JULIO,SECTOR 24 DE JULIO DERECHA CALLE PRINCIPAL. IZQUIERDA CALLE LAS BATALLAS. FRENTE CALLE PRINCIPAL CERCA DEL PARQUE 24 DE JULIO,1,92
060306003,60306003,6,3,6,EDO. BOLIVAR,MP. HERES,PQ. JOSE ANTONIO PAEZ,ESCUELA BASICA CONCENTRADA MANUEL PIAR EL DORADO,BARRIO GUARICONGO DERECHA CALLE PRINCIPAL. IZQUIERDA CALLE UBV. FRENTE CALLE FUERZAS ARMADAS BARRIO GUARICONGO CERCA DE LA IGLESIA BUEN PASTOR CASA,4,2680
060306004,60306004,6,3,6,EDO. BOLIVAR,MP. HERES,PQ. JOSE ANTONIO PAEZ,ESCUELA BASICA NACIONAL MARIA ZULIA DE MORALES,BARRIO BRISAS DEL SUR II DERECHA CALLE PRINCIPAL. IZQUIERDA CALLE CARIBE. FRENTE CALLE LA LINEA BARRIO BRISAS DEL SUR SECTOR 2 CIUDAD BOLIVAR CASA,5,3739
060306005,60306005,6,3,6,EDO. BOLIVAR,MP. HERES,PQ. JOSE ANTONIO PAEZ,ESCUELA BASICA JOSE ANTONIO PAEZ,SECTOR JOSE ANTONIO PAEZ DERECHA CALLE PRINCIPAL. IZQUIERDA CALLE PAEZ. FRENTE CALLE ARAGUA FINAL CALLE ARAGUA BARRIO JOSE ANTONIO PAEZ CASA,6,4031
060306006,60306006,6,3,6,EDO. BOLIVAR,MP. HERES,PQ. JOSE ANTONIO PAEZ,ESCUELA BASICA ESTADAL MANUEL CARLOS PIAR,"BARRIO NUEVA GUAYANA DERECHA CALLE GUAYANA. IZQUIERDA CALLE SAN FELIX. FRENTE CALLE PRINCIPAL BARRIO NUEVA GUAYANA, CIUDAD BOLIVAR CASA",3,1611
060306007,60306007,6,3,6,EDO. BOLIVAR,MP. HERES,PQ. JOSE ANTONIO PAEZ,UNIDAD EDUCATIVA BOLIVARIANA RURAL 19 DE ABRIL,"CASERÍO ASENTAMIENTO CAMPESINO 19 DE ABRIL DERECHA CALLE SAN FRANCISCO. IZQUIERDA CALLE SOLUCION. FRENTE CALLE PRINCIPAL ASENTAMIENTO CAMPESINO 19 DE ABRIL KILOMETRO 7 AUTIPISTA CIUDAD BOLIVAR PUERTO ORDAZ, ENTRANDO POR LA TOMA DE AGUA CASA",1,688
060306008,60306008,6,3,6,EDO. BOLIVAR,MP. HERES,PQ. JOSE ANTONIO PAEZ,ESCUELA ANTONIO JOSE DE SUCRE,CASERÍO ANTONIO JOSE DE SUCRE DERECHA CALLE SAN VICENTE. IZQUIERDA CALLE CRISANTO MATA COVA. FRENTE CALLE 5 DE JULIO CERCA DE LA ESTACION DE SERVICIO DE GASOLINA LOS LOROS Y DE L PLAZA ANTONIO JOSE DE SUCRE CASA,1,771
060306009,60306009,6,3,6,EDO. BOLIVAR,MP. HERES,PQ. JOSE ANTONIO PAEZ,UNIDAD EDUCATIVA ELEAZAR LOPEZ CONTRERAS,SECTOR LOS CARIBES FRENTE CALLE CHUPADERO. DERECHA SENDERO CASAS. IZQUIERDA SENDERO CASAS BARRIO LOS CARIBES BAJANDO POR GUARICONGO CIUDAD BOLIVAR GALPÓN,2,840
060306010,60306010,6,3,6,EDO. BOLIVAR,MP. HERES,PQ. JOSE ANTONIO PAEZ,ESCUELA BASICA UNITARIA OROCOPICHE,BARRIO RINCONOTE CASERIO OROCOPICHE FRENTE CALLE PRINCIPAL RINCONOTE. DERECHA SENDERO CASAS. IZQUIERDA SENDERO CASAS CASERIO OROCOPICHE DESPUES DE LA ALCABALA CIUDAD BOLIVAR CASA,1,235
060306011,60306011,6,3,6,EDO. BOLIVAR,MP. HERES,PQ. JOSE ANTONIO PAEZ,UNIDAD EDUCATIVA COLEGIO SAN PABLO,BARRIO BRISAS DEL SUR II CALLE SAN PABLO FRENTE CALLE SAN PABLO. DERECHA SENDERO CASAS. IZQUIERDA SENDERO CASAS BARRIO BRISAS DEL SUR II FRENTE A LA IGLESIA SAN PABLO CIUDAD BOLIVAR CASA,2,939
060306012,60306012,6,3,6,EDO. BOLIVAR,MP. HERES,PQ. JOSE ANTONIO PAEZ,UNIDAD EDUCATIVA SANTA ROSA DE LIMA FE Y ALEGRIA,BARRIO BRISAS DEL I DERECHA CALLE CASAS. IZQUIERDA CALLE MALVINAS. FRENTE CALLE LOS CARIBES BARRIO BRISAS DEL SUR I CALLE LOS CARIBES CRUCE CON CALLE LAS MALVINAS CIUDAD BOLIVAR CASA,3,2344
060306013,60306013,6,3,6,EDO. BOLIVAR,MP. HERES,PQ. JOSE ANTONIO PAEZ,PRE- ESCOLAR RAYITO DE LUZ,CASERÍO JOSE ANTONIO PAEZ IZQUIERDA AVENIDA LACHURUATA. DERECHA CALLE GUARICONGO. FRENTE CARRETERA NACIONAL CARRETERA VIA CIUDAD PIAR LA CHURUATA CASA,1,291
060306014,60306014,6,3,6,EDO. BOLIVAR,MP. HERES,PQ. JOSE ANTONIO PAEZ,ESCUELA INTEGRAL BOLIVARIANA LOS CARIBES,"SECTOR LOS CARIBES DERECHA CALLE CUBA. IZQUIERDA CALLE LOS CARIBES. FRENTE CALLE PRINCIPAL CALLE PRINCIPAL, VIA GRADOCA CASA",1,211
060306020,60306020,6,3,6,EDO. BOLIVAR,MP. HERES,PQ. JOSE ANTONIO PAEZ,UNIDAD EDUCATIVA BOLIVARIANA CHUPADERO NUCLEO ESCOLAR RURAL 582 - GUAIMIRE,"SECTOR SECTOR AGROPECUARIO CHUPADERO DERECHA CALLE CASAS. IZQUIERDA CALLE CASAS. FRENTE CALLE PRINCIPAL DE CHUPADERO A 800 METROS DE LA DINASTIA OSORIO, DETRAS DEL LICEO MILITAR ELEAZAR LOPEZ CONTRERAS CASA",1,190
060306021,60306021,6,3,6,EDO. BOLIVAR,MP. HERES,PQ. JOSE ANTONIO PAEZ,UNIDAD EDUCATIVA BOLIVARIANA CARDOZO NUCLEO ESCOLAR RURAL 582,CASERÍO ASENTAMIENTO CAMPESINO CARDOZO DERECHA CALLE EL MEREY. IZQUIERDA CALLE PRINCIPAL ASENTAMIENTO CAMPESINO CARDOZO. FRENTE CALLE SAN FRANCISCO ENTRADA FRENTE AL NEGOCIO GUARDAVIA CASA,1,324
060306022,60306022,6,3,6,EDO. BOLIVAR,MP. HERES,PQ. JOSE ANTONIO PAEZ,UNIDAD EDUCATIVA COLEGIO PRIVADO VILLA DEL SUR FE Y ALEGRIA,"BARRIO VILLA DEL SUR DERECHA CALLE PRINCIPAL. IZQUIERDA CALLE CASAS. FRENTE CALLE EL PARAISO VIA GUARICONGO, LICEO MILITAR ELEAZAR LOPEZ CONTRERAS CASA",1,648
060306023,60306023,6,3,6,EDO. BOLIVAR,MP. HERES,PQ. JOSE ANTONIO PAEZ,UNIDAD BOLIVARIANA LOS LIRIOS NUCLEO RURAL 582 - GUAIMIRE,CASERÍO SAN JOSE DE LOS BAEZ IZQUIERDA CALLE SAN JOSE. FRENTE CALLE PRINCIPAL DE LOS BAEZ. DERECHA CALLEJÓN CASAS FRENTE AL MODULO DE SALUD DE LOS BAEZ CASA,1,135
060306024,60306024,6,3,6,EDO. BOLIVAR,MP. HERES,PQ. JOSE ANTONIO PAEZ,ESCUELA BASICA CREACION EL CHAPARRAL,"SECTOR ASENTAMIENTO CAMPESINO EL CHAPARRAL DERECHA CALLE PRINCIPAL EL CHAPARRAL. IZQUIERDA CALLE SUCRE. FRENTE CALLE MIRANDA CASA BLANCA 2 PLANTAS, AL LADO DE LA CASA DE L SENORA DORA MATUTES CASA",1,100
060306025,60306025,6,3,6,EDO. BOLIVAR,MP. HERES,PQ. JOSE ANTONIO PAEZ,UNIDAD EDUCATIVA COLINAS BOLIVARIANAS,"SECTOR COLINAS BOLIVARIANAS DERECHA CALLE JOSE ANTONIO PAEZ. IZQUIERDA CALLE LA ESPERANZA. FRENTE CALLE LA PAZ CAUCHERA ""LAS COLINAS"" DIAGONAL A LA AVENIDA PERIMETRAL CASA",1,606
060306026,60306026,6,3,6,EDO. BOLIVAR,MP. HERES,PQ. JOSE ANTONIO PAEZ,NUEVA GUAYANA ROBERT SERRA,SECTOR NUEVA GUAYANA DERECHA CALLE PRINCIPAL. IZQUIERDA CALLE SAN FELIX. FRENTE BULEVAR PRINCIPAL CERCA DEL RESTAURANT EL CREMOSO CASA,1,151
060306027,60306027,6,3,6,EDO. BOLIVAR,MP. HERES,PQ. JOSE ANTONIO PAEZ,COMANDANTE CHAVEZ,SECTOR LOMAS DE ANGOSTURA DERECHA CALLE SIMON BOLIVAR. IZQUIERDA CALLE BARINAS. FRENTE CALLE LOS LUCHADORES UNA CUADRA DE LA AV PERIMETRAL,1,135
060307001,60307001,6,3,7,EDO. BOLIVAR,MP. HERES,PQ. ORINOCO,ESCUELA BASICA NACIONAL UNITARIA RAUL LEONI,CASERÍO LAS CASITAS FRENTE CALLE PRINCIPAL LAS CASITAS. DERECHA SENDERO CASAS. IZQUIERDA SENDERO CASAS CARRETERA TRONCAL 19 VIA MARIPA CASA,1,234
060307002,60307002,6,3,7,EDO. BOLIVAR,MP. HERES,PQ. ORINOCO,UNIDAD EDUCATIVA BOLIVARIANA NUMERO 34 EL ALMACEN,"CASERÍO EL ALMACEN IZQUIERDA CALLE SIN NOMBRE. FRENTE CALLE PRINCIPAL. DERECHA SENDERO SIN NOMBRE PLAZA BOLIVAR, AL LADO DE LA IGLESIACASERIO EL ALMACEN CASA",1,741
060307003,60307003,6,3,7,EDO. BOLIVAR,MP. HERES,PQ. ORINOCO,ESCUELA INTEGRAL BOLIVARIANA MAYAGUA,CASERÍO MAYAGUA IZQUIERDA CALLE MORICHAL. FRENTE CALLE PRINCIPAL. DERECHA BULEVAR PRINCIPAL SIN NOMBRE CASERIO MAYAGUA CASA,1,576
060307004,60307004,6,3,7,EDO. BOLIVAR,MP. HERES,PQ. ORINOCO,UNIDA EDUCATIVA INTEGRAL BOLIVARIANA CURIAPO,CASERÍO CURIAPO FRENTE CALLE TROCAL 19. DERECHA SENDERO CARRETERA. IZQUIERDA SENDERO CARRETERA CARRETERA NACIONAL TRONCAL 19 VIA CAICARA SECTOR CURIAPO CASA,1,92
060308001,60308001,6,3,8,EDO. BOLIVAR,MP. HERES,PQ. PANAPANA,UNIDAD EDUCATIVA BOLIVARIANA PALMARITO,CASERÍO PALMARITO FRENTE CALLE PRINCIPAL PALMARITO. DERECHA BULEVAR CASA. IZQUIERDA BULEVAR CASA CASERIO PALMARITO CASA,1,420
060308002,60308002,6,3,8,EDO. BOLIVAR,MP. HERES,PQ. PANAPANA,UNIDAD EDUCATIVA BOLIVARIANA NUMERO 1186. GUAIMIRE,CASERÍO GUAIMIRE DERECHA CALLE PRINCIPAL. FRENTE CALLE PRINCIPAL DE GUAIMIRE. IZQUIERDA CARRERA VIA PUERTO ORDAZ CASERIO GUAIMIRE CASA,1,666
060308003,60308003,6,3,8,EDO. BOLIVAR,MP. HERES,PQ. PANAPANA,UNIDAD EDUCATIVA BOLIVARIANA BONGO,CASERÍO BONGO DERECHA CALLE CALLE 1. FRENTE CALLE PRINCIPAL. IZQUIERDA SENDERO SIN NOMBRE PLAZA PRINCIPAL CASERIO BONGO CASA,1,518
060308004,60308004,6,3,8,EDO. BOLIVAR,MP. HERES,PQ. PANAPANA,"ESCUELA BOLIVARIANA SIN NUMERO, LOS NEGRITOS",CASERÍO GALDERA FRENTE CALLE CALLE PRINCIPAL LAS GALDERAD. DERECHA BULEVAR CASA. IZQUIERDA BULEVAR CASA CASERIO LAS GALDERAS CASA,1,195
060308005,60308005,6,3,8,EDO. BOLIVAR,MP. HERES,PQ. PANAPANA,UNIDAD EDUCATIVA BOLIVARIANA EL ROSARIO,CASERÍO EL ROSARIO DERECHA CALLE PRINCIPAL. IZQUIERDA CALLE EL SILENCIO. FRENTE CALLE EDGAR VALLE VALLE MERCAL CASERIO EL ROSARIO CASA,1,183
060308006,60308006,6,3,8,EDO. BOLIVAR,MP. HERES,PQ. PANAPANA,ESCUELA BASICA NACIONAL ANGOSTURITA SIN NUMERO,CASERÍO ANGOSTURITA DERECHA CALLE PRINCIPAL. IZQUIERDA CALLE PRINCIPAL. FRENTE CALLE PRINCIPAL CASERIO ANGOSTURITA CASA,1,124
060308007,60308007,6,3,8,EDO. BOLIVAR,MP. HERES,PQ. PANAPANA,UNIDAD EDUCATIVA ESTADAL BOCA DE MARHUANTA,CASERÍO BOCA DE MARHUANTA DERECHA CALLE SISOR. IZQUIERDA CALLE 2. FRENTE CALLE PRINCIPAL MUELLE DE SISOR CASA,1,119
060308008,60308008,6,3,8,EDO. BOLIVAR,MP. HERES,PQ. PANAPANA,UNIDAD EDUCATIVA NACIONAL,PUEBLO NUEVO CASERÍO PUEBLO NUEVO FRENTE CALLE PRINCIPAL. DERECHA CAMINO CASAS. IZQUIERDA CAMINO CASAS DIAGONAL A LA ENTRADA DE BONGO CASA,1,88
060309001,60309001,6,3,9,EDO. BOLIVAR,MP. HERES,PQ. ZEA,UNIDAD EDUCATIVA INTEGRAL BOLIVARIANA LA FLOR,CASERÍO LA FLOR DERECHA CALLE CASA. IZQUIERDA CALLE LA FLOR. FRENTE CALLE PRINCIPAL CASERIO LA FLOR CASA,1,279
060309002,60309002,6,3,9,EDO. BOLIVAR,MP. HERES,PQ. ZEA,ESCUELA BASICA BOLIVARIANA NUMERO 56 LOS PIQUITOS,CASERÍO LOS PIQUITOS DERECHA CALLE CASA. IZQUIERDA CALLE PRINCIPAL. FRENTE CALLE PRINCIPAL CASERIO LOS PIQUITOS CASA,1,118
060309003,60309003,6,3,9,EDO. BOLIVAR,MP. HERES,PQ. ZEA,ESCUELA ESTADAL CONCENTRADA NACIONAL 45-55- LOS HICOTEOS,CASERÍO LOS HICOTEOS DERECHA CALLE CASA. IZQUIERDA CALLE HICOTEOS. FRENTE CALLE PRINCIPAL CASERIO LOS HICOTEOS CASA,1,223
060309004,60309004,6,3,9,EDO. BOLIVAR,MP. HERES,PQ. ZEA,UNIDAD EDUCATIVA INTEGRAL BOLIVARIANA LA ESPERANZA,CASERÍO LA ESPERANZA FRENTE CALLE PRINCIPAL LA ESPERANZA. DERECHA SENDERO CASAS. IZQUIERDA SENDERO CASAS CASERIO LA ESPERANZA CASA,1,159
060309005,60309005,6,3,9,EDO. BOLIVAR,MP. HERES,PQ. ZEA,UNIDAD EDUCATIVA INTEGRAL BOLIVARIANA LA CAROLINA,CASERÍO LA CAROLINA DERECHA SENDERO CASAS. IZQUIERDA SENDERO CASAS. FRENTE TRONCAL 19 CASERIO LA CAROLINA CASA,1,266
060309006,60309006,6,3,9,EDO. BOLIVAR,MP. HERES,PQ. ZEA,ESCUELA ESTADAL CONCENTRADA NUMERO 115,CASERÍO EL PE#ON DERECHA TRONCAL 19. IZQUIERDA TRONCAL 19. FRENTE TRONCAL 19 CASERIO EL PEÑON CASA,1,119
060309007,60309007,6,3,9,EDO. BOLIVAR,MP. HERES,PQ. ZEA,UNIDAD EDUCATIVA INTEGRAL BOLIVARIANA LA MATA DE TAPAQUIRE,CASERÍO LA MATA DE TAPAQUIRE DERECHA CALLE LA PERA. IZQUIERDA CALLE CASA. FRENTE CALLE PRINCIPAL CASERIO LA MATA DE TAPAQUIRE CASA,1,313
060309008,60309008,6,3,9,EDO. BOLIVAR,MP. HERES,PQ. ZEA,ESCUELA ESTADAL UNITARIA NUMERO 52,CASERÍO BOLBON DERECHA CALLE CASA. IZQUIERDA CALLE CASA. FRENTE CALLE PRINCIPAL CASERIO EL BOLBON CASA,1,122
060309009,60309009,6,3,9,EDO. BOLIVAR,MP. HERES,PQ. ZEA,ESCUELA INTEGRAL BOLIVARIANA CERRO E MONO,CASERÍO CERRO E MONO DERECHA TRONCAL 19. IZQUIERDA TRONCAL 19. FRENTE TRONCAL 19 CARRETERA NACIONAL TRONCAL 19 VIA CAICARA COMUNIDAD CERRO E MONO CASA,1,183
060401001,60401001,6,4,1,EDO. BOLIVAR,MP. PIAR,CM. UPATA,UNIDAD EDUCATIVA ESTADAL RAUL LEONI,URBANIZACIÓN BICENTENARIO FRENTE AVENIDA RAUL LEONI. DERECHA CALLE ALBERTO RAVEL. IZQUIERDA CALLE CARONI CERCA DE MERCADO LOS CHINOS CASA,3,1739
060401003,60401003,6,4,1,EDO. BOLIVAR,MP. PIAR,CM. UPATA,ESCUELA BASICA NACIONAL ISAURA GOMEZ DE AYALA,"URBANIZACIÓN AVENIDA PRINCIPAL DE COVIAGUAR FRENTE AVENIDA PRINCIPAL DE COVIAGUARD. DERECHA CALLE LARA. IZQUIERDA CALLE COJEDES AVENIDA PRINCIPAL DE COVIAGUARN, BARRIO COVIAGUARN, UPATA CASA",4,2972
060401004,60401004,6,4,1,EDO. BOLIVAR,MP. PIAR,CM. UPATA,DISTRITO ESCOLAR NUMERO 6,URBANIZACIÓN CALLE 19 DE ABRIL FRENTE AVENIDA BICENTENARIO. DERECHA CALLE PRINCIPAL. IZQUIERDA CALLE 19 DE ABRIL CALLE 19 DE ABRIL CRUCE CON AVENIDA BICENTENARIO ENTRADA PRINCIPAL DE UPATA DIRECCION SAN FELIX UPATA CASA,2,987
060401005,60401005,6,4,1,EDO. BOLIVAR,MP. PIAR,CM. UPATA,ESCUELA BASICA NACIONAL UPATA,URBANIZACIÓN CALLE PRINCIPAL DEL BARRIO LIBERTADOR FRENTE CALLE BOLIVAR. DERECHA CALLEJÓN LOS GOBERNADORES. IZQUIERDA CALLEJÓN JOSE FELIX RIBAS ABASTO LOS CARIBE CASA,3,1885
060401006,60401006,6,4,1,EDO. BOLIVAR,MP. PIAR,CM. UPATA,ESCUELA INTEGRAL BOLIVARIANA EL BUEY,"CASERÍO EL BUEY FRENTE CALLE PRINCIPAL DEL CASERIO ""EL BUEY"". DERECHA CAMINO CASAS. IZQUIERDA CAMINO CASAS MERCAL ""EL BUEY"" CASA",2,810
060401007,60401007,6,4,1,EDO. BOLIVAR,MP. PIAR,CM. UPATA,ESCUELA NACIONAL BASICA MORALES MARCANO,SECTOR 19 DE ABRIL FRENTE CALLE CALLE 19 DE ABRIL. DERECHA CAMINO CASAS. IZQUIERDA CAMINO CASAS CALLE 19 DE ABRIL SIN NUMERO UPATA EDIFICIO,7,5096
060401008,60401008,6,4,1,EDO. BOLIVAR,MP. PIAR,CM. UPATA,COLEGIO PRIVADO MARIA INMACULADA,URBANIZACIÓN BICENTENARIO DERECHA CALLE LOS RIOS. IZQUIERDA CALLE CARONI. FRENTE CALLE ALBERTO RABEL URBANIZACION BICENTENARIO CASA,3,2216
060401010,60401010,6,4,1,EDO. BOLIVAR,MP. PIAR,CM. UPATA,ESCUELA TECNICA AGROPECUARIA MONSEOR GARCIA MOHEDANO,SECTOR UPATA IZQUIERDA CALLE CASAS. FRENTE CALLE CASAS BARRIO ALASKA CASA,3,1765
060401011,60401011,6,4,1,EDO. BOLIVAR,MP. PIAR,CM. UPATA,ESCUELA NACIONAL BASICA SANTO DOMINGO,URBANIZACIÓN MONAGAS DERECHA CALLE PRINCIPAL. FRENTE CALLE MONAGAS. IZQUIERDA CALLEJÓN INDEPENDENCIA DIAGONAL ALA FARMACIA MONAGAS EDIFICIO,5,3363
060401012,60401012,6,4,1,EDO. BOLIVAR,MP. PIAR,CM. UPATA,ESCUELA BASICA ESTADAL JOSE MANUEL SISO MARTINEZ,URBANIZACIÓN RAUL LEONI DERECHA AVENIDA RAUL LEONI. FRENTE CALLE ALBERTO RAVEL. IZQUIERDA CALLEJÓN INDEPENDENCIA CONSTRUIR EDIFICIO,3,1888
060401013,60401013,6,4,1,EDO. BOLIVAR,MP. PIAR,CM. UPATA,UNIDAD EDUCATIVA SIMON RODRIGUEZ SECTOR: SIERRA 3. FRENTE,CALLE SION. REFERENCIA URBANIZACION SIERRA III UPATA,6,4352
060401014,60401014,6,4,1,EDO. BOLIVAR,MP. PIAR,CM. UPATA,ESCUELA NACIONAL BASICA SAN ANTONIO URBANIZACIÓN: SAN ANTONIO. FRENTE CALLEJÓN BOGARIN. DERECHA,CALLE SAN ANTONIO. REFERENCIA LA LOMA,5,3886
060401015,60401015,6,4,1,EDO. BOLIVAR,MP. PIAR,CM. UPATA,CICLO DIVERSIFICADO TAVERA ACOSTA,SECTOR UPATA FRENTE AVENIDA BALMORE RODRIGUEZ. DERECHA CALLE PRINCIPAL. IZQUIERDA CALLEJÓN TAVERA ACOSTA AVENIDA VALMORE RODRIGUEZ CASA,6,4191
060401016,60401016,6,4,1,EDO. BOLIVAR,MP. PIAR,CM. UPATA,ESCUELA ESTADAL CONCENTRADA SAN LORENZO SECTOR: SAN LORENZO. FRENTE,CALLE PRINCIPAL. REFERENCIA CARRETERA UPATA EL MANTECO SAN LORENZO,3,1746
060401017,60401017,6,4,1,EDO. BOLIVAR,MP. PIAR,CM. UPATA,UNIDAD EDUCATIVA ESTADAL JOSE ANTONIO ANZOATEGUI SECTOR: SEMILLERO. FRENTE,CALLE CASAS. IZQUIERDA CALLEJÓN TAVARA ACOSTA. DERECHA CALLE SEMILLERO. REFERENCIA LA FARMACIA ACOSTA,4,2873
060401018,60401018,6,4,1,EDO. BOLIVAR,MP. PIAR,CM. UPATA,ESCUELA ESTADAL CONCENTRADA CARLOS ENRIQUE ALVAREZ,URBANIZACIÓN CARLOS ENRRIQUE ALVAREZ DERECHA CALLE BOLIVAR. IZQUIERDA CALLE ANDRES ELOY BLANCO. FRENTE CALLE PRINCIPAL BODEGA LOS MONGUITOS CASA,2,1184
060401019,60401019,6,4,1,EDO. BOLIVAR,MP. PIAR,CM. UPATA,UNIDAD EDUCATIVA ESTADAL SIMON BOLIVAR SECTOR: EL COROZO. FRENTE,CALLE PRINCIPAL. IZQUIERDA CALLE SANTA FE. REFERENCIA DIAGONAL A IGLESIA EVANGELICA,2,1532
060401020,60401020,6,4,1,EDO. BOLIVAR,MP. PIAR,CM. UPATA,ESCUELA NACIONAL BASICA SANTIAGO MARIÑO,SECTOR CASCO CENTRAL DERECHA CALLE LIBERTAD. IZQUIERDA CALLE URDANETA. FRENTE CALLE BOLIVAR FRENTE A LA ALCALDIA EDIFICIO,7,5161
060401021,60401021,6,4,1,EDO. BOLIVAR,MP. PIAR,CM. UPATA,ESCUELA ESTADAL CONCENTRADA Nº 286 SIN NUMERO,CASERÍO BUEN RETIRO DERECHA CALLE CASAS. IZQUIERDA CALLE EL AMBULATORIO. FRENTE CALLE PRINCIPAL CASERIO BUEN RETIRO CASA,1,696
060401022,60401022,6,4,1,EDO. BOLIVAR,MP. PIAR,CM. UPATA,UNIDAD EDUCATIVA NACIONAL SANTA MARIA,SECTOR SANTA MARIA IZQUIERDA CALLE MODULO DE POLICIA. FRENTE CARRERA GUASIPATY. DERECHA CAMINO SANTA FE AVIA GUASIPATI SANTA MARIA DE UPATA CASA,2,986
060401023,60401023,6,4,1,EDO. BOLIVAR,MP. PIAR,CM. UPATA,ESCUELA ESTADAL CONCENTRADA MIXTA 92 SIN NUMERO 2913,CASERÍO LOS ROSOS DERECHA CALLE ARRIBA. IZQUIERDA CALLE ABAJO. FRENTE CALLE PRINCIPAL FRENTE DE LA CASA COMUNAL CASA,2,1355
060401024,60401024,6,4,1,EDO. BOLIVAR,MP. PIAR,CM. UPATA,ESCUELA NACIONAL GRADUADA LOS ROSOS,SECTOR LOS ROSOS DERECHA CALLE LICEO BOLIVARIANO LOS ROSOS. IZQUIERDA CALLE LOS COMPADRES. FRENTE CALLE PRINCIPAL BODEGALOS COMPADRES CASA,3,2268
060401025,60401025,6,4,1,EDO. BOLIVAR,MP. PIAR,CM. UPATA,ESCUELA NACIONAL GRADUADA SANTA ROSA,SECTOR SANTA ROSA IZQUIERDA CALLE BOLIVAR. FRENTE CALLE LAS MARIA A LADO DEL BODEGON CASA,2,1125
060401026,60401026,6,4,1,EDO. BOLIVAR,MP. PIAR,CM. UPATA,ESCUELA BASICA CONCENTRADA ESTADAL MATAJEY,CASERÍO MATAJEY DERECHA CARRETERA LAS PIEDRAS. IZQUIERDA CARRETERA VIA ALA VIUDA. FRENTE CARRETERA PRINCIPAL GUASIPATY CERCA VENDE CABALLITOS DE MADERA CASA,1,187
060401027,60401027,6,4,1,EDO. BOLIVAR,MP. PIAR,CM. UPATA,NUCLEO ESCOLAR RURAL NUMERO 7 UNIDAD EDUCATIVA BASICA NACIONAL CONCENTRADA NUMERO 2384-3406,CASERÍO SABANETA IZQUIERDA CALLE BUEN RETIRO. DERECHA SENDERO CASAS. FRENTE SENDERO CASAS CASERIO CASA,2,935
060401028,60401028,6,4,1,EDO. BOLIVAR,MP. PIAR,CM. UPATA,UNIDAD EDUCATIVA JOSE LUIS ARISTIGUETA,CASERÍO SABANETICA DERECHA CALLE URDANETA. IZQUIERDA CALLE PIAR. FRENTE CALLEJÓN JOSE LUIS ARISTIGUIETA VIA EL PAO CASA,2,836
060401029,60401029,6,4,1,EDO. BOLIVAR,MP. PIAR,CM. UPATA,ESCUELA NACIONAL UNITARIA 924,CASERÍO LOS ARRENDAJOS IZQUIERDA CALLE LAS ROSAS. FRENTE CALLE PRINCIPAL. DERECHA CALLEJÓN LA IGLESIA EVANGELICA FRENTE DE IGLESIA EVANGELICA CASA,1,394
060401030,60401030,6,4,1,EDO. BOLIVAR,MP. PIAR,CM. UPATA,UNIDAD EDUCATIVA PRIVADA GENERAL MANUEL CARLOS PIAR,SECTOR 19 DE ABRIL FRENTE AVENIDA BICENTENARIO. DERECHA CALLEJÓN PLAZA BAMPRA. IZQUIERDA VEREDA CASAS AVENIDA BICENTENARIO FRENTE A LA PLAZA VAN PRAG UPATA EDIFICIO,2,1486
060401031,60401031,6,4,1,EDO. BOLIVAR,MP. PIAR,CM. UPATA,INSTITUTO PRIVADO SAN ANTONIO,URBANIZACIÓN CASCO CENTRAL FRENTE CALLE PRINCIPAL. DERECHA VEREDA CASAS. IZQUIERDA VEREDA CASAS CALLE RICAURTE NUMERO 35 A 50 METROS DE LA PLAZA BOLIVAR CENTRO DE UPATA CASA,2,1066
060401032,60401032,6,4,1,EDO. BOLIVAR,MP. PIAR,CM. UPATA,UNIDAD EDUCATIVA ESTADAL HUMBERTO BARTORI,URBANIZACIÓN ALBERTO PALACCI DERECHA CALLE PRICIPAL ALBERTO PALACCI. IZQUIERDA CALLE EL MILAGRO. FRENTE CALLE VENEZUELA URBANIZACION ALBERTO PALAZZI SECTOR LAS MALVINAS CASA,2,888
060401033,60401033,6,4,1,EDO. BOLIVAR,MP. PIAR,CM. UPATA,UNIDAD EDUCATIVA ESTADAL FRANCISCO GUEDEZ COLMENARES,URBANIZACIÓN HIPODROMO SUR DERECHA CALLE PRINCIPAL. FRENTE CALLE PRINCIPAL DE HIPODROMO SUR. IZQUIERDA VEREDA CASAS URBANIZACION HIPODROMO SUR CALLE PRINCIPAL UPATA CASA,3,1981
